Custodian,src_Destination_Table,Source_File,Date_Format,Header_Delimiter,Date_Position_OR_Column,Additional_Delimiter,File_Type,XLS_to_CSV,XLS_Sheet_Name,Number_Of_Quarters,Unzip_File,Zip_File_Name,Filter_File_Name,Combine_Files,Remove_Header_Trailer,Num_Header_Lines,Num_Trailer_Lines,Start_String,Additional_EOL,Remove_Additional_EOL,Add_Record_ID,First_Record_Identifier,Flatten_File,Add_Sequence,Fill_With_Blank_Lines,Strip_Leading_Characters,Sequence,Delimit_Fixed_Width,Config_File,Delimiter,Filter_Records,Inverted_Filter,Column_Number,Filter_Value,JSON_Scrapping_Needed,JSON_KeyName,Add_Column_Delimiter,New_Column_Date,New_Column_Index,New_Column_Count,Escape_Quotes,Insert_File_Control,File_Label,Server,Delete_Source_File,Snowflake_Account,Snowflake_Authenticator,Snowflake_Warehouse,Snowflake_Database,Snowflake_Schema,Snowflake_FileFormat,Stored_Procedure,Complexity,Priority,Notes
BLKD,BLKD_PORTFOLIO_IMP,portfolio,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,1. portfolio,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,TRUE,Portfolios,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_PORTFOLIO,Medium,,Needs going to lower level in hierarchy
BLKD,BLKD_Account_IMP,accounts,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,accounts,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_ACCOUNTS,Low,,
BLKD,BLKD_PORTFOLIO_GROUP_IMP,portfoliogroup,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,portfoliogroup,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_PORTFOLIO_GROUP,Low,,
BLKD,BLKD_C11COMPLIANCE_IMP,C11_Client_783_Transactions_\d+_C.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_C11COMPLIANCE,Low,,
BLKD,BLKD_CLIENT_IMP,client,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,client,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_CLIENTS,Low,,
BLKD,BLKD_TARGET_IMP,target,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,target,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_TARGET,Low,,
BLKD,BLKD_SECURITY_MASTER_IMP,securitymaster,,,,,JSON,FALSE,,,TRUE,BLKD_BULK.*,securitymaster,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,JSON,LOAD_BLKD_SECURITY_MASTER,Low,,
BLKD,BLKD_SERVICE_FEE_IMP,BLKD_ServiceFee_\d+.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_SERVICE_FEE,Low,,
BLKD,BLKD_SERVICE_FEE_OVERRIDE_IMP,BLKD_ServiceFee_Override.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,FALSE,,,,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_SERVICE_FEE_OVERRIDE,Low,,
BLKD,BLKD_NNATRANSACTIONS_IMP,BLKD_NNA_Transaction_List.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_NNATRANSACTIONS,Low,,
BLKD,BLKD_NNAINTERVALS_IMP,BLKD_NNA_Monthly_Interval_Template.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_NNAINTERVALS,Low,,
BLKD,BLKD_AVERAGE_DAILY_BALANCE_IMP,BLKD_HighTowerDLYBAL.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,TRUE,20210712,0,1,TRUE,TRUE,BLKD_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_AVERAGE_DAILY_BALANCE,Low,,
BLKD,BLKD_AVERAGE_QTR_BALANCE_IMP,BLKD_HighTowerQTRBAL.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,TRUE,20210712,0,1,TRUE,TRUE,BLKD_ACCOUNT_QTR,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_AVERAGE_QTR_BALANCE,Low,,
BLKD,BLKD_TEAM_IMP,HighTower_Teams_Export.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_BLKD_TEAM,Low,,
PRSH,PRSH_GACT_IMP,PRSH_GACT.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,2,"A,B",TRUE,Config_PRSH_GACT.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_GACT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_GACT,High,,"Fixed Width, Multi-line"
PRSH,PRSH_ISCA_IMP,PRSH_ISCA.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,0,"A,B,C,D,E,F,G,H,I,J",TRUE,Config_PRSH_ISCA.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_ISCA,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_ISCA,High,,"Fixed Width, Multi-line"
PRSH,PRSH_ACCT_IMP,PRSH_ACCT.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,2,"A,B,C,D,E,F,W,4,I",TRUE,Config_PRSH_ACCT.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_ACCT,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_ADV295M0_IMP,PershingADV29M50Report.*,,,,,Tab_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,FALSE,,,TRUE,TRUE,1,"ACCOUNT     , IBD : 3CR  ,  PLC DETAIL OF,  PAS DETAIL OF",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,TABDELIMITED,LOAD_PRSH_ADV295M0,Medium,,Tab Delimited & Needs inverted filtering on a column
PRSH,PRSH_AMAF_IMP,PRSH_AMAF.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_PRSH_AMAF.txt,|,TRUE,FALSE,2,A,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_AMAF,Medium,,Fixed Width & Needs filtering on a column
PRSH,PRSH_ACCOUNT_STANDING_INSTRUCTION_IMP,PRSH_AMSI.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_PRSH_AMSI.txt,~,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,TILDADELIMITED,LOAD_PRSH_ACCOUNT_STANDING_INSTRUCTION,Medium,,Fixed Width
PRSH,PRSH_ACCF_IMP,PRSH_ACCF.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,2,"A,B,C,D,E,F,W,4,I",TRUE,Config_PRSH_ACCT.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_ACCF,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_ACCF,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_GMON_IMP,PRSH_GMON.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,2,"A,B,1,2",TRUE,Config_PRSH_GMON.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_GMON,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_GMON,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_GCUS_IMP,PRSH_GCUS.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,2,"A,B",TRUE,Config_PRSH_GCUS.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,PRSH_GCUS,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_GCUS,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_GSDE_IMP,PRSH_GSDE.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,2,"A,B",TRUE,Config_PRSH_GSDE.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_TRANSACTION_GSDE,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_GTDE_IMP,PRSH_GTDE.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,2,"A,B",TRUE,Config_PRSH_GTDE.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_TRANSACTION_GTDE,High,,"Fixed Width, Multi-line, Flatten with varying record types"
PRSH,PRSH_INVESTMENTPROFESSIONAL_IMP,PRSH_PN7F.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,0,"A,B,C",TRUE,Config_PRSH_PN7F.txt,~,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,TILDADELIMITED,LOAD_PRSH_INVESTMENTPROFESSIONAL,High,,"Fixed Width, Multi-line, Flatten with varying record types. Stored procedure will be run on this step. Substring International or Domestic Info (SSIS)"
PRSH,PRSH_POTAXLOTS_A_IMP,PRSH_POTL.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_PRSH_POTL_A_Record.txt,|,TRUE,FALSE,2,A,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,High,,Fixed Width & Needs filtering on a column. No stored procedure with this table. File is filtered into two different files. Dependency will be set in Active Batch.
PRSH,PRSH_POTAXLOTS_B_IMP,PRSH_POTL.*,MM/DD/YYYY,,47,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_PRSH_POTL_B_Record.txt,|,TRUE,FALSE,2,B,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_PRSH_POTAXLOTS,High,,Fixed Width & Needs filtering on a column. Stored procedure will be run on this step. Join on Record ID column. Dependency will be set in Active Batch.
PRSH,PRSH_WRAP_NON_WRAP_IMP,PRSH_Wrap_Non_Wrap.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_PRSH_WRAP_NON_WRAP,Low,,
TDA,TDA_ACCOUNT_VALUATION_IMP,TDA_Hightower_Daily_Account_Valuation.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,TRUE,20190115,,1,FALSE,TRUE,TDA_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_ACCOUNT_VALUATION,Low,,
TDA,TDA_POSITION_IMP,TDA_POS.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,0,?,\r\n,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,TDA_POSITION,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_TDA_POSITION,Low,,
TDA,TDA_SECURITY_IMP,TDA_SEC.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,0,?,\r\n,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,TDA_SECURITY,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_TDA_SECURITY,Low,,
TDA,TDA_SECURITY_PRICING_IMP,TDA_PRI.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,TRUE,0,?,\r\n,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,TDA_SECURITY_PRICING,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_TDA_SECURITYPRICING,Low,,
TDA,TDA_TRANSACTION_IMP,TDA_TRN.*,,,,|,CSV,FALSE,,,FALSE,,,FALSE,TRUE,0,?,\r\n,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,TDA_TRANSACTION,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_TDA_TRANSACTION,Medium,,"Comma Delimited, with unenclosed "","" inside a column for some records"
TDA,TDA_CUSTOMER_ACCOUNT_IMP,TDA_TRD.*,,,,,CSV,FALSE,,,FALSE,,,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,TRUE,TDA_CUSTOMER_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_TDA_CUSTOMERACCOUNT,Low,,
TDA,TDA_ABP_NOWRAP_IMP,TDA_ABP_NOWRAP.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_ABP_NOWRAP,Low,,
TDA,TDA_ABP_WRAP_IMP,TDA_ABP_WRAP.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_ABP_WRAP,Low,,
TDA,TDA_MGMT_FEES_IMP,TDA_Hightower_Mgmt_Fees.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_MGMT_FEE,Low,,
TDA,TDA_TBP_NOWRAP_IMP,TDA_TBP_NOWRAP.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_TBP_NOWRAP,Low,,
TDA,TDA_TBP_WRAP_IMP,TDA_TBP_WRAP.*,,,,,Pipe_Delimited,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_TDA_TBP_WRAP,Low,,
USB,USB_CONSOLIDATED_IMP,USB_Consolidated.*,YYYYMMDD,,5,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,1,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_USB_Consolidated.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_USB_TAXLOT_POSITION,Medium,,Fixed Width. Stored Procedure executes 2 inserts into USB_TAXLOT_STG & USB_POSITION_STG depending on the Record_Type value.
DTCC,DTCC_ANNUITY_SECURITY_IMP,DTCC_Annuity_Security.*,,,,,CSV,TRUE,,,FALSE,,,FALSE,TRUE,4,0,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,FALSE,,,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,COMMADELIMITED,LOAD_DTCC_ANNUITY_SECURITY,Low,,
DTCC,DTCCMF_ACTIVITY_IMP,DTCC_P6017\.AR02102029\.D\.C00.*,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,2,2,,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,4,"1,2,3,4,5,6",TRUE,Config_DTCC_Activity.txt,|,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_DTCCMF_ACTIVITY,Medium,,"Fixed Width, Multi-line"
DTCC,DTCCMF_SECURITY_IMP,DTCC_P6017\.AR02110335\.D\.C00.*,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,2,1,,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,TRUE,Config_DTCC_Security.txt,~,FALSE,,,,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,TILDADELIMITED,LOAD_DTCCMF_SECURITY,Medium,,Fixed Width
DTCC,DTCCMF_POSITION_RECORD_TYPE_57_IMP,DTCC_P6017\.AR02102156\.D\.C00.*,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,2,1,,FALSE,FALSE,TRUE,57,FALSE,FALSE,,,,TRUE,Config_DTCC_Position_Record_Type_57.txt,|,TRUE,FALSE,3,57,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Medium,,Needs filtering on a column. No Stored procedure for this table. Will be joined in later stored procedure to flatten the records. Dependency will be set in Active Batch.
DTCC,DTCCMF_POSITION_RECORD_TYPE_58_SEQ_01_IMP,DTCC_P6017\.AR02102156\.D\.C00.*,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,2,1,,FALSE,FALSE,TRUE,57,FALSE,FALSE,,,,TRUE,Config_DTCC_Position_Record_Type_58_Sequence_01.txt,|,TRUE,FALSE,"3,17","58,01",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Medium,,Needs filtering on a column. No Stored procedure for this table. Will be joined in later stored procedure to flatten the records. Dependency will be set in Active Batch.
DTCC,DTCCMF_POSITION_RECORD_TYPE_58_SEQ_02_IMP,DTCC_P6017\.AR02102156\.D\.C00.*,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,FALSE,TRUE,2,1,,FALSE,FALSE,TRUE,57,FALSE,FALSE,,,,TRUE,Config_DTCC_Position_Record_Type_58_Sequence_02.txt,|,TRUE,FALSE,"3,6","58,02",FALSE,,FALSE,,,,FALSE,TRUE,DTCCPOS_MF_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_DTCCMF_POSITION,Medium,,Needs filtering on a column. Stored procedure will be in this step. Join previous two tables together on record id. Dependency will be set in Active Batch.
DTCC,DTCC_CONTRACTHEADERPVF_RECORD_TYPE_10_IMP,DTCC_P6017.AR02300689,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,TRUE,TRUE,1,0,,FALSE,FALSE,TRUE,10,FALSE,FALSE,,,,TRUE,Config_DTCC_PVF_Record_Type_10.txt,|,TRUE,FALSE,3,10,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Medium,,Needs filtering on a column. No Stored procedure for this table. Will be joined in later stored procedure to flatten the records. Dependency will be set in Active Batch.
DTCC,DTCC_CONTRACTHEADERPVF_RECORD_TYPE_12_IMP,DTCC_P6017.AR02300689,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,TRUE,TRUE,1,0,,FALSE,FALSE,TRUE,10,FALSE,FALSE,,,,TRUE,Config_DTCC_PVF_Record_Type_12.txt,|,TRUE,FALSE,3,12,FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,,Medium,,Needs filtering on a column. No Stored procedure for this table. Will be joined in later stored procedure to flatten the records. Dependency will be set in Active Batch.
DTCC,DTCC_CONTRACTHEADERPVF_RECORD_TYPE_13_SEQ_01_IMP,DTCC_P6017.AR02300689,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,TRUE,TRUE,1,0,,FALSE,FALSE,TRUE,10,FALSE,FALSE,,,,TRUE,Config_DTCC_PVF_Record_Type_13_Sequence_01.txt,|,TRUE,FALSE,"3,4","13,01",FALSE,,FALSE,,,,FALSE,FALSE,,,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_DTCC_CONTRACTHEADERPVF,Medium,,Needs filtering on a column. Stored procedure will be in this step. Join previous two tables together on record id. Dependency will be set in Active Batch.
DTCC,DTCC_CONTRACTVALUATIONRECORDPVF_IMP,DTCC_P6017.AR02300689,YYYYMMDD,,7,,Fixed_Width,FALSE,,,FALSE,,,TRUE,TRUE,1,0,,FALSE,FALSE,TRUE,10,FALSE,FALSE,,,,TRUE,Config_DTCC_PVF_Record_Type_13_Sequence_02.txt,|,TRUE,FALSE,"3,4","13,02",FALSE,,FALSE,,,,FALSE,TRUE,DTCCPOS_AN_ACCOUNT,DV-AW-SQL04,,hightoweradvisors.us-east-1,,wh_load,ht_vendor_stage,src,PIPEDELIMITED,LOAD_DTCC_CONTRACTVALUATIONRECORDPVF,Medium,,Needs filtering on a column
